year,state,dtype,mrate,legal,pop,beertax
1977,2,homicide,0.0,0.7183303,26808,0.41254127
1977,2,other external,108.17667,0.7183303,26808,0.41254127
1977,2,internal,41.032528,0.7183303,26808,0.41254127
1978,2,all,294.8708,0.72185147,25774,0.3834356
1978,2,MVA,62.078064,0.72185147,25774,0.3834356
1978,2,suicide,31.039032,0.72185147,25774,0.3834356
1978,2,homicide,19.399395,0.72185147,25774,0.3834356
1978,2,other external,155.19516,0.72185147,25774,0.3834356
1978,2,internal,27.159153,0.72185147,25774,0.3834356
1979,2,all,331.88666,0.6399285,19585,0.34435263
1979,2,MVA,91.907074,0.6399285,19585,0.34435263
1979,2,suicide,30.63569,0.6399285,19585,0.34435263
1979,2,homicide,35.74164,0.6399285,19585,0.34435263
1979,2,other external,148.07251,0.6399285,19585,0.34435263
1979,2,internal,25.529741,0.6399285,19585,0.34435263
1980,2,all,218.9687,0.6909536,23291,0.30339804
1980,2,MVA,30.054527,0.6909536,23291,0.30339804
1980,2,suicide,34.34803,0.6909536,23291,0.30339804
1980,2,homicide,4.2935038,0.6909536,23291,0.30339804
1980,2,other external,137.39212,0.6909536,23291,0.30339804
1980,2,internal,12.880512,0.6909536,23291,0.30339804
1981,2,all,203.81,0.65934616,24042,0.27502748
1981,2,MVA,58.23143,0.65934616,24042,0.27502748
1981,2,suicide,37.43449,0.65934616,24042,0.27502748
1981,2,homicide,16.63755,0.65934616,24042,0.27502748
1981,2,other external,74.86898,0.65934616,24042,0.27502748
1981,2,internal,16.63755,0.65934616,24042,0.27502748
1982,2,all,215.77467,0.67741686,25953,0.25906736
1982,2,MVA,61.649906,0.67741686,25953,0.25906736
1982,2,suicide,34.67807,0.67741686,25953,0.25906736
1982,2,homicide,23.118715,0.67741686,25953,0.25906736
1982,2,other external,73.20927,0.67741686,25953,0.25906736
1982,2,internal,23.118715,0.67741686,25953,0.25906736
1983,2,all,212.16916,0.69806993,27808,0.35140562
1983,2,MVA,57.5374,0.69806993,27808,0.35140562
1983,2,suicide,28.7687,0.69806993,27808,0.35140562
1983,2,homicide,7.192175,0.69806993,27808,0.35140562
1983,2,other external,107.88262,0.69806993,27808,0.35140562
1983,2,internal,10.788262,0.69806993,27808,0.35140562
1970,4,all,183.96222,0.0,96759,0.20618556
1970,4,MVA,84.746635,0.0,96759,0.20618556
1970,4,suicide,14.468938,0.0,96759,0.20618556
1970,4,homicide,10.334956,0.0,96759,0.20618556
1970,4,other external,39.27283,0.0,96759,0.20618556
1970,4,internal,35.13885,0.0,96759,0.20618556
1971,4,all,206.71149,0.0,105461,0.19753087
1971,4,MVA,81.54673,0.0,105461,0.19753087
1971,4,suicide,30.34297,0.0,105461,0.19753087
1971,4,homicide,8.53396,0.0,105461,0.19753087
1971,4,other external,42.669804,0.0,105461,0.19753087
1971,4,internal,43.61802,0.0,105461,0.19753087
1972,4,all,194.07198,0.27738747,113360,0.19138756
1972,4,MVA,91.74312,0.27738747,113360,0.19138756
1972,4,suicide,14.1143265,0.27738747,113360,0.19138756
1972,4,homicide,21.17149,0.27738747,113360,0.19138756
1972,4,other external,28.228653,0.27738747,113360,0.19138756
1972,4,internal,38.814396,0.27738747,113360,0.19138756
1973,4,all,227.27834,0.664995,121437,0.18018018
1973,4,MVA,107.05139,0.664995,121437,0.18018018
1973,4,suicide,18.11639,0.664995,121437,0.18018018
1973,4,homicide,18.11639,0.664995,121437,0.18018018
1973,4,other external,46.93792,0.664995,121437,0.18018018
1973,4,internal,37.05625,0.664995,121437,0.18018018
1974,4,all,214.82361,0.6677369,128943,0.1622718
1974,4,MVA,84.53348,0.6677369,128943,0.1622718
1974,4,suicide,20.163948,0.6677369,128943,0.1622718
1974,4,homicide,21.715021,0.6677369,128943,0.1622718
1974,4,other external,57.389698,0.6677369,128943,0.1622718
1974,4,internal,31.02146,0.6677369,128943,0.1622718
1975,4,all,182.29437,0.66324645,134398,0.14869888
1975,4,MVA,70.68558,0.66324645,134398,0.14869888
1975,4,suicide,25.297995,0.66324645,134398,0.14869888
1975,4,homicide,17.11335,0.66324645,134398,0.14869888
1975,4,other external,30.506407,0.66324645,134398,0.14869888
1975,4,internal,38.69105,0.66324645,134398,0.14869888
1976,4,all,168.42618,0.67162627,139527,0.14059754
1976,4,MVA,72.38742,0.67162627,139527,0.14059754
1976,4,suicide,15.767557,0.67162627,139527,0.14059754
1976,4,homicide,14.334144,0.67162627,139527,0.14059754
1976,4,other external,31.535114,0.67162627,139527,0.14059754
1976,4,internal,34.401943,0.67162627,139527,0.14059754
1977,4,all,172.74632,0.67878205,144142,0.1320132
1977,4,MVA,83.251236,0.67878205,144142,0.1320132
1977,4,suicide,24.975372,0.67878205,144142,0.1320132
1977,4,homicide,13.875206,0.67878205,144142,0.1320132
1977,4,other external,23.58785,0.67878205,144142,0.1320132
1977,4,internal,27.056652,0.67878205,144142,0.1320132
1978,4,all,188.19643,0.6793756,147718,0.12269939
1978,4,MVA,94.09821,0.6793756,147718,0.12269939
1978,4,suicide,20.308968,0.6793756,147718,0.12269939
1978,4,homicide,14.893243,0.6793756,147718,0.12269939
1978,4,other external,30.463451,0.6793756,147718,0.12269939
1978,4,internal,28.432554,0.6793756,147718,0.12269939
1979,4,all,192.9975,0.6786624,153888,0.110192835
1979,4,MVA,102.67207,0.6786624,153888,0.110192835
1979,4,suicide,21.444168,0.6786624,153888,0.110192835
1979,4,homicide,16.895405,0.6786624,153888,0.110192835
1979,4,other external,25.99293,0.6786624,153888,0.110192835
1979,4,internal,25.99293,0.6786624,153888,0.110192835
1980,4,all,155.28728,0.68303233,159704,0.097087376
1980,4,MVA,68.25127,0.68303233,159704,0.097087376
1980,4,suicide,18.158594,0.68303233,159704,0.097087376
1980,4,homicide,17.532434,0.68303233,159704,0.097087376
1980,4,other external,28.177128,0.68303233,159704,0.097087376
1980,4,internal,23.16786,0.68303233,159704,0.097087376
1981,4,all,132.99374,0.684717,159406,0.0880088
1981,4,MVA,55.20495,0.684717,159406,0.0880088
1981,4,suicide,18.819868,0.684717,159406,0.0880088
1981,4,homicide,3.7639737,0.684717,159406,0.0880088
1981,4,other external,33.875763,0.684717,159406,0.0880088
1981,4,internal,21.329185,0.684717,159406,0.0880088
1982,4,all,138.58267,0.68108976,158750,0.08290155
1982,4,MVA,62.992126,0.68108976,158750,0.08290155
1982,4,suicide,18.897638,0.68108976,158750,0.08290155
1982,4,homicide,16.377953,0.68108976,158750,0.08290155
1982,4,other external,16.377953,0.68108976,158750,0.08290155
1982,4,internal,23.937008,0.68108976,158750,0.08290155
1983,4,all,124.57789,0.68719566,158134,0.08032128
1983,4,MVA,55.016632,0.68719566,158134,0.08032128
1983,4,suicide,18.971252,0.68719566,158134,0.08032128
1983,4,homicide,11.382751,0.68719566,158134,0.08032128
1983,4,other external,13.912251,0.68719566,158134,0.08032128
1983,4,internal,25.295004,0.68719566,158134,0.08032128
1970,5,all,167.96689,0.0,98829,0.4156967
1970,5,MVA,72.85311,0.0,98829,0.4156967
1970,5,suicide,14.165882,0.0,98829,0.4156967
1970,5,homicide,14.165882,0.0,98829,0.4156967
1970,5,other external,36.426556,0.0,98829,0.4156967
1970,5,internal,30.355463,0.0,98829,0.4156967
1971,5,all,162.70203,0.0,102027,0.3982477
1971,5,MVA,72.52982,0.0,102027,0.3982477
1971,5,suicide,5.8807964,0.0,102027,0.3982477
1971,5,homicide,14.701991,0.0,102027,0.3982477
1971,5,other external,31.364246,0.0,102027,0.3982477
1971,5,internal,38.225174,0.0,102027,0.3982477
1972,5,all,194.7788,0.0,105761,0.38586202
1972,5,MVA,92.66176,0.0,105761,0.38586202
1972,5,suicide,9.455281,0.0,105761,0.38586202
1972,5,homicide,3.7821126,0.0,105761,0.38586202
1972,5,other external,43.494293,0.0,105761,0.38586202
1972,5,internal,45.38535,0.0,105761,0.38586202
1973,5,all,167.58173,0.0,108007,0.36326647
1973,5,MVA,68.51408,0.0,108007,0.36326647
1973,5,suicide,7.406927,0.0,108007,0.36326647
1973,5,homicide,7.406927,0.0,108007,0.36326647
1973,5,other external,44.441563,0.0,108007,0.36326647
1973,5,internal,39.812233,0.0,108007,0.36326647
1974,5,all,119.61935,0.0,112858,0.3271609
1974,5,MVA,38.100975,0.0,112858,0.3271609
1974,5,suicide,8.860692,0.0,112858,0.3271609
1974,5,homicide,16.835316,0.0,112858,0.3271609
1974,5,other external,26.582077,0.0,112858,0.3271609
1974,5,internal,29.240284,0.0,112858,0.3271609
1975,5,all,148.9463,0.0,117492,0.29979613
1975,5,MVA,51.91843,0.0,117492,0.29979613
1975,5,suicide,11.064583,0.0,117492,0.29979613
1975,5,homicide,18.72468,0.0,117492,0.29979613
1975,5,other external,42.556087,0.0,117492,0.29979613
1975,5,internal,24.682531,0.0,117492,0.29979613
1976,5,all,137.48776,0.0,118556,0.28346276
1976,5,MVA,53.139446,0.0,118556,0.28346276
1976,5,suicide,14.339215,0.0,118556,0.28346276
1976,5,homicide,12.652248,0.0,118556,0.28346276
1976,5,other external,26.147982,0.0,118556,0.28346276
1976,5,internal,31.20888,0.0,118556,0.28346276
1977,5,all,111.526924,0.0,121047,0.26615566
1977,5,MVA,52.0459,0.0,121047,0.26615566
1977,5,suicide,10.73963,0.0,121047,0.26615566
1977,5,homicide,7.4351287,0.0,121047,0.26615566
1977,5,other external,26.436012,0.0,121047,0.26615566
1977,5,internal,14.870257,0.0,121047,0.26615566
1978,5,all,141.57468,0.0,122197,0.2473778
1978,5,MVA,64.649704,0.0,122197,0.2473778
1978,5,suicide,9.820209,0.0,122197,0.2473778
1978,5,homicide,12.27526,0.0,122197,0.2473778
1978,5,other external,31.915678,0.0,122197,0.2473778
1978,5,internal,22.91382,0.0,122197,0.2473778
1979,5,all,136.38689,0.0,123179,0.22216298
1979,5,MVA,56.82787,0.0,123179,0.22216298
1979,5,suicide,11.365574,0.0,123179,0.22216298
1979,5,homicide,11.365574,0.0,123179,0.22216298
1979,5,other external,31.661242,0.0,123179,0.22216298
1979,5,internal,25.166628,0.0,123179,0.22216298
1980,5,all,137.5155,0.0,125804,0.19574067
1980,5,MVA,58.02677,0.0,125804,0.19574067
1980,5,suicide,12.718197,0.0,125804,0.19574067
1980,5,homicide,13.513083,0.0,125804,0.19574067
1980,5,other external,31.795492,0.0,125804,0.19574067
1980,5,internal,21.461956,0.0,125804,0.19574067
1981,5,all,95.88255,0.0,127239,0.1774371
1981,5,MVA,44.01166,0.0,127239,0.1774371
1981,5,suicide,9.43107,0.0,127239,0.1774371
1981,5,homicide,4.715535,0.0,127239,0.1774371
1981,5,other external,22.00583,0.0,127239,0.1774371
1981,5,internal,15.7184515,0.0,127239,0.1774371
1982,5,all,122.50186,0.0,127345,0.16714023
1982,5,MVA,50.257175,0.0,127345,0.16714023
1982,5,suicide,14.13483,0.0,127345,0.16714023
1982,5,homicide,17.275904,0.0,127345,0.16714023
1982,5,other external,17.275904,0.0,127345,0.16714023
1982,5,internal,23.55805,0.0,127345,0.16714023
1983,5,all,110.20988,0.0,126123,0.16193807
1983,5,MVA,54.7085,0.0,126123,0.16193807
1983,5,suicide,14.271782,0.0,126123,0.16193807
1983,5,homicide,7.928768,0.0,126123,0.16193807
1983,5,other external,18.236166,0.0,126123,0.16193807
1983,5,internal,15.064659,0.0,126123,0.16193807
1970,6,all,155.5357,0.0,1067922,0.10309278
1970,6,MVA,54.31108,0.0,1067922,0.10309278
1970,6,suicide,21.349874,0.0,1067922,0.10309278
1970,6,homicide,13.203212,0.0,1067922,0.10309278
1970,6,other external,33.148487,0.0,1067922,0.10309278
1970,6,internal,33.52305,0.0,1067922,0.10309278
1971,6,all,143.29355,0.0,1127057,0.09876543
1971,6,MVA,50.308014,0.0,1127057,0.09876543
1971,6,suicide,21.116945,0.0,1127057,0.09876543
1971,6,homicide,13.131545,0.0,1127057,0.09876543
1971,6,other external,31.409237,0.0,1127057,0.09876543
1971,6,internal,27.32781,0.0,1127057,0.09876543
1972,6,all,149.6141,0.0,1168339,0.09569378
1972,6,MVA,56.661636,0.0,1168339,0.09569378
1972,6,suicide,17.803053,0.0,1168339,0.09569378
1972,6,homicide,18.658968,0.0,1168339,0.09569378
1972,6,other external,26.704578,0.0,1168339,0.09569378
1972,6,internal,29.785875,0.0,1168339,0.09569378
1973,6,all,139.74054,0.0,1207953,0.09009009
1973,6,MVA,54.886242,0.0,1207953,0.09009009
1973,6,suicide,16.060228,0.0,1207953,0.09009009
1973,6,homicide,17.467567,0.0,1207953,0.09009009
1973,6,other external,25.746035,0.0,1207953,0.09009009
1973,6,internal,25.580465,0.0,1207953,0.09009009
1974,6,all,132.55066,0.0,1230473,0.0811359
1974,6,MVA,45.348415,0.0,1230473,0.0811359
1974,6,suicide,15.116138,0.0,1230473,0.0811359
1974,6,homicide,17.147877,0.0,1230473,0.0811359
1974,6,other external,27.55038,0.0,1230473,0.0811359
1974,6,internal,27.387842,0.0,1230473,0.0811359
1975,6,all,129.83838,0.0,1263879,0.07434944
1975,6,MVA,44.545403,0.0,1263879,0.07434944
1975,6,suicide,13.846262,0.0,1263879,0.07434944
1975,6,homicide,18.356188,0.0,1263879,0.07434944
1975,6,other external,27.376038,0.0,1263879,0.07434944
1975,6,internal,25.714487,0.0,1263879,0.07434944
1976,6,all,126.61099,0.0,1296096,0.07029877
1976,6,MVA,47.527344,0.0,1296096,0.07029877
1976,6,suicide,13.88786,0.0,1296096,0.07029877
1976,6,homicide,17.668444,0.0,1296096,0.07029877
1976,6,other external,22.992125,0.0,1296096,0.07029877
1976,6,internal,24.53522,0.0,1296096,0.07029877
1977,6,all,136.57007,0.0,1318737,0.0660066
1977,6,MVA,56.72094,0.0,1318737,0.0660066
1977,6,suicide,16.606798,0.0,1318737,0.0660066
1977,6,homicide,20.474136,0.0,1318737,0.0660066
1977,6,other external,18.730042,0.0,1318737,0.0660066
1977,6,internal,24.03815,0.0,1318737,0.0660066
1978,6,all,135.53674,0.0,1332480,0.061349694
1978,6,MVA,57.336697,0.0,1332480,0.061349694
1978,6,suicide,12.382925,0.0,1332480,0.061349694
1978,6,homicide,22.589457,0.0,1332480,0.061349694
1978,6,other external,20.037825,0.0,1332480,0.061349694
1978,6,internal,23.189842,0.0,1332480,0.061349694
1979,6,all,139.76102,0.0,1354455,0.055096418
1979,6,MVA,58.769024,0.0,1354455,0.055096418
1979,6,suicide,14.175444,0.0,1354455,0.055096418
1979,6,homicide,25.102348,0.0,1354455,0.055096418
1979,6,other external,19.269743,0.0,1354455,0.055096418
1979,6,internal,22.444452,0.0,1354455,0.055096418
1980,6,all,138.50162,0.0,1366049,0.048543688
1980,6,MVA,56.36694,0.0,1366049,0.048543688
1980,6,suicide,12.810668,0.0,1366049,0.048543688
1980,6,homicide,29.135118,0.0,1366049,0.048543688
1980,6,other external,18.447361,0.0,1366049,0.048543688
1980,6,internal,21.741533,0.0,1366049,0.048543688
1981,6,all,120.98807,0.0,1368730,0.0440044
1981,6,MVA,45.73583,0.0,1368730,0.0440044
1981,6,suicide,12.712515,0.0,1368730,0.0440044
1981,6,homicide,24.986666,0.0,1368730,0.0440044
1981,6,other external,16.657778,0.0,1368730,0.0440044
1981,6,internal,20.895283,0.0,1368730,0.0440044
1982,6,all,109.35299,0.0,1358902,0.041450776
1982,6,MVA,40.179497,0.0,1358902,0.041450776
1982,6,suicide,13.981876,0.0,1358902,0.041450776
1982,6,homicide,20.899225,0.0,1358902,0.041450776
1982,6,other external,14.423409,0.0,1358902,0.041450776
1982,6,internal,19.868982,0.0,1358902,0.041450776
1983,6,all,102.10086,0.0,1340831,0.04016064
1983,6,MVA,40.944756,0.0,1340831,0.04016064
1983,6,suicide,12.15664,0.0,1340831,0.04016064
1983,6,homicide,18.645153,0.0,1340831,0.04016064
1983,6,other external,12.902447,0.0,1340831,0.04016064
1983,6,internal,17.451864,0.0,1340831,0.04016064
1970,8,all,157.0204,1.0,131830,0.15463917
1970,8,MVA,59.925663,1.0,131830,0.15463917
1970,8,suicide,10.619738,1.0,131830,0.15463917
1970,8,homicide,9.1026325,1.0,131830,0.15463917
1970,8,other external,34.134872,1.0,131830,0.15463917
1970,8,internal,43.237503,1.0,131830,0.15463917
1971,8,all,129.40865,1.0,139867,0.14814815
1971,8,MVA,42.18293,1.0,139867,0.14814815
1971,8,suicide,22.163914,1.0,139867,0.14814815
1971,8,homicide,6.4346843,1.0,139867,0.14814815
1971,8,other external,27.168667,1.0,139867,0.14814815
1971,8,internal,31.458456,1.0,139867,0.14814815
1972,8,all,161.74957,1.0,149614,0.14354067
1972,8,MVA,62.828346,1.0,149614,0.14354067
1972,8,suicide,20.0516,1.0,149614,0.14354067
1972,8,homicide,13.367733,1.0,149614,0.14354067
1972,8,other external,33.41933,1.0,149614,0.14354067
1972,8,internal,32.082558,1.0,149614,0.14354067
1973,8,all,144.91011,1.0,158029,0.13513513
1973,8,MVA,47.459644,1.0,158029,0.13513513
1973,8,suicide,20.882242,1.0,158029,0.13513513
1973,8,homicide,10.124724,1.0,158029,0.13513513
1973,8,other external,31.639763,1.0,158029,0.13513513
1973,8,internal,34.803738,1.0,158029,0.13513513
1974,8,all,132.02261,1.0,161336,0.121703856
1974,8,MVA,54.54455,1.0,161336,0.121703856
1974,8,suicide,16.73526,1.0,161336,0.121703856
1974,8,homicide,9.9171915,1.0,161336,0.121703856
1974,8,other external,24.173155,1.0,161336,0.121703856
1974,8,internal,26.652452,1.0,161336,0.121703856
1975,8,all,126.642876,1.0,165031,0.111524165
1975,8,MVA,47.869793,1.0,165031,0.111524165
1975,8,suicide,10.907042,1.0,165031,0.111524165
1975,8,homicide,13.936775,1.0,165031,0.111524165
1975,8,other external,32.721127,1.0,165031,0.111524165
1975,8,internal,21.208138,1.0,165031,0.111524165
1976,8,all,129.07886,1.0,168889,0.14059754
1976,8,MVA,52.10523,1.0,168889,0.14059754
1976,8,suicide,15.986832,1.0,168889,0.14059754
1976,8,homicide,10.657887,1.0,168889,0.14059754
1976,8,other external,23.684195,1.0,168889,0.14059754
1976,8,internal,26.64472,1.0,168889,0.14059754
1977,8,all,118.759315,1.0,171776,0.1320132
1977,8,MVA,49.483047,1.0,171776,0.1320132
1977,8,suicide,9.314456,1.0,171776,0.1320132
1977,8,homicide,12.807377,1.0,171776,0.1320132
1977,8,other external,21.53968,1.0,171776,0.1320132
1977,8,internal,25.614754,1.0,171776,0.1320132
1978,8,all,135.80077,1.0,173784,0.12269939
1978,8,MVA,58.118122,1.0,173784,0.12269939
1978,8,suicide,14.961102,1.0,173784,0.12269939
1978,8,homicide,8.631405,1.0,173784,0.12269939
1978,8,other external,25.894213,1.0,173784,0.12269939
1978,8,internal,28.19592,1.0,173784,0.12269939
1979,8,all,137.50043,1.0,177454,0.110192835
1979,8,MVA,56.916157,1.0,177454,0.110192835
1979,8,suicide,17.469316,1.0,177454,0.110192835
1979,8,homicide,11.270527,1.0,177454,0.110192835
1979,8,other external,26.485737,1.0,177454,0.110192835
1979,8,internal,25.358685,1.0,177454,0.110192835
1980,8,all,117.49809,1.0,175322,0.097087376
1980,8,MVA,54.75639,1.0,175322,0.097087376
1980,8,suicide,15.970614,1.0,175322,0.097087376
1980,8,homicide,6.8445487,1.0,175322,0.097087376
1980,8,other external,21.104025,1.0,175322,0.097087376
1980,8,internal,18.82251,1.0,175322,0.097087376
1981,8,all,125.90001,1.0,172359,0.0880088
1981,8,MVA,50.47604,1.0,172359,0.0880088
1981,8,suicide,19.146084,1.0,172359,0.0880088
1981,8,homicide,8.702765,1.0,172359,0.0880088
1981,8,other external,23.207375,1.0,172359,0.0880088
1981,8,internal,24.367744,1.0,172359,0.0880088
1982,8,all,121.42785,1.0,168001,0.08290155
1982,8,MVA,57.73775,1.0,168001,0.08290155
1982,8,suicide,17.857037,1.0,168001,0.08290155
1982,8,homicide,8.333283,1.0,168001,0.08290155
1982,8,other external,19.64274,1.0,168001,0.08290155
1982,8,internal,17.857037,1.0,168001,0.08290155
1983,8,all,110.48435,1.0,162919,0.08032128
1983,8,MVA,43.579937,1.0,162919,0.08032128
1983,8,suicide,16.572653,1.0,162919,0.08032128
1983,8,homicide,6.7518215,1.0,162919,0.08032128
1983,8,other external,15.345049,1.0,162919,0.08032128
1983,8,internal,28.23489,1.0,162919,0.08032128
1970,9,all,94.445885,0.0,142939,0.20784836
1970,9,MVA,32.18156,0.0,142939,0.20784836
1970,9,suicide,6.995991,0.0,142939,0.20784836
1970,9,homicide,6.995991,0.0,142939,0.20784836
1970,9,other external,18.189577,0.0,142939,0.20784836
1970,9,internal,30.082762,0.0,142939,0.20784836
1971,9,all,99.53814,0.0,150696,0.19912384
