sob,yob,year,lnwkwage,indEduc,cl7,cl8,cl9,weight,n
4,1918,1960,4.61063384150324,10.365949,0,0,0,4088.0,41
4,1919,1960,4.600646691082455,9.993436,0,0,0,2590.0,26
4,1920,1970,5.197195213147259,10.394685,0,0,0,2803.5,56
4,1921,1970,5.1773038727272995,11.173188,0,0,0,3207.5,64
4,1922,1970,5.166075315616259,11.2732,0,0,0,2403.0,48
4,1923,1970,5.149261256720698,10.720921,0,0,0,2304.0,46
4,1924,1970,5.1629962533755664,11.673191,0,0,0,2605.5,52
4,1925,1970,5.143163295053681,10.616851,0,0,0,2753.5,55
4,1926,1970,5.150718847251286,11.266164,0,0,0,2652.5,53
4,1927,1970,5.082372961581544,9.821812,0,0,0,2003.5,40
4,1928,1970,5.090965157690254,10.897233,0,0,0,2403.5,48
4,1929,1970,5.0457140742919355,10.582296,0,0,0,3858.0,77
4,1930,1980,5.936717704477684,11.782557,0,0,0,3325.0,166
4,1931,1980,5.9270956532584185,12.187347,0,0,0,2861.0,143
4,1932,1980,5.96587507830522,12.378788,0,0,0,2640.0,132
4,1933,1980,5.984211488067301,12.737412,0,0,0,2582.0,129
4,1934,1980,5.9470271280340015,12.693252,0,0,0,3260.0,163
4,1935,1980,5.746376558506244,11.949275,0,0,0,2760.0,138
4,1936,1980,5.847474463661254,12.562337,0,0,0,3064.0,153
4,1937,1980,5.863028490003125,12.641462,0,0,0,3584.0,179
4,1938,1980,5.887967014961161,12.669217,0,0,0,3921.0,196
4,1939,1980,5.8383309928247,12.6459875,0,0,0,4062.0,203
4,1940,1990,6.327582796557802,12.906333,0,0,0,3000.0,30
4,1941,1990,6.400648910786419,14.059999,0,0,0,3100.0,31
4,1942,1990,6.463771332185281,13.659149,0,0,0,4700.0,47
4,1943,1990,6.6200150758242655,13.459762,0,0,0,4200.0,42
4,1944,1990,6.123133227460585,13.069756,0,0,0,4100.0,41
4,1945,1990,6.464321955568995,13.684285,0,0,0,4200.0,42
4,1946,1990,6.556328460516147,14.322958,0,0,0,7100.0,71
4,1947,1990,6.353437579674953,13.741857,0,0,0,7000.0,70
4,1948,1990,6.452110873277729,13.902769,0,0,0,6500.0,65
4,1949,1990,6.236145025832472,13.587273,0,0,0,7700.0,77
5,1900,1950,4.0710043403747305,7.561796,0,0,0,8172.0,25
5,1901,1950,3.918321253327487,7.0,0,0,0,6540.0,20
5,1902,1950,3.866516822524428,7.655832,1,0,0,10460.0,32
5,1903,1950,3.5112455130742455,7.31712,1,0,0,6209.0,19
5,1904,1950,3.674244099373027,9.363561,1,0,0,7190.0,22
5,1905,1950,3.829003281394774,8.182551,1,0,0,10786.0,33
5,1906,1950,3.867231650722462,8.57058,1,0,0,11441.0,35
5,1907,1950,3.829557159128753,9.333248,1,0,0,11766.0,36
5,1908,1950,3.6590463955599084,9.614155,1,0,0,10131.0,31
5,1909,1950,3.8893078836789794,9.473506,1,0,0,6209.0,19
5,1910,1960,4.321179662401384,9.114743,1,0,0,11565.0,116
5,1911,1960,4.487060907235303,9.00748,1,0,0,10161.0,102
5,1912,1960,4.378404639574598,9.219981,1,0,0,11751.0,118
5,1913,1960,4.5252724673554185,9.513821,1,0,0,13748.0,138
5,1914,1960,4.473709442406922,9.755035,1,0,0,13553.0,136
5,1915,1960,4.400493595535846,9.510633,1,0,0,13448.0,135
5,1916,1960,4.425187920613702,9.198386,1,0,0,10661.0,107
5,1917,1960,4.503552050471487,9.667711,1,0,0,12447.0,125
5,1918,1960,4.613920449053375,9.994906,1,0,0,13546.0,136
5,1919,1960,4.533543797233113,9.700256,1,0,0,13655.0,137
5,1920,1970,4.932478639940298,10.084652,1,0,0,13018.0,260
5,1921,1970,5.010424055971988,10.614468,1,0,0,12372.5,247
5,1922,1970,4.9627832845561235,10.217711,1,0,0,13116.0,262
5,1923,1970,4.959840423343205,10.464245,1,0,0,10914.5,218
5,1924,1970,5.033772206809805,10.718429,1,0,0,11913.5,238
5,1925,1970,4.9335006351640756,10.243002,1,0,0,12164.5,243
5,1926,1970,5.086536451804315,10.864476,1,0,0,13422.0,268
5,1927,1970,4.957523348119258,10.2213,1,0,0,13319.0,266
5,1928,1970,5.086870628452794,10.5984,1,0,0,12124.0,242
5,1929,1970,5.028238458927367,10.769039,1,0,0,11666.5,233
5,1930,1980,5.79986876779975,11.422296,1,0,0,12110.0,605
5,1931,1980,5.784768123777685,11.345167,1,0,0,10366.0,518
5,1932,1980,5.806920829864928,11.472614,1,0,0,11703.0,585
5,1933,1980,5.794423135664479,11.858633,1,0,0,11891.0,594
5,1934,1980,5.785090719818052,12.026022,1,0,0,11990.0,599
5,1935,1980,5.773877292723213,11.997807,1,0,0,12310.0,615
5,1936,1980,5.778496940763673,12.017193,1,0,0,11749.0,587
5,1937,1980,5.7951560897911865,12.034465,1,0,0,11548.0,577
5,1938,1980,5.81248143009168,12.054149,1,0,0,12909.0,645
5,1939,1980,5.765094981226768,12.165334,1,0,0,12006.0,600
5,1940,1990,6.342392260032257,12.9777775,1,0,0,11700.0,117
5,1941,1990,6.212870563089506,12.7469225,1,0,0,11700.0,117
5,1942,1990,6.3915221136647675,13.26,1,0,0,11700.0,117
5,1943,1990,6.306652374726739,12.449583,1,0,0,12000.0,120
5,1944,1990,6.3219315446112505,12.895878,1,0,0,13100.0,131
5,1945,1990,6.190346003604053,12.728706,1,0,0,11600.0,116
5,1946,1990,6.276997475373059,13.346733,1,0,0,15000.0,150
5,1947,1990,6.299989109191368,13.041847,1,0,0,15700.0,157
5,1948,1990,6.241556102487537,13.568603,1,0,0,13600.0,136
5,1949,1990,6.204591199532302,13.444876,1,0,0,12100.0,121
6,1900,1950,4.249724357623426,10.852721,0,0,0,8820.0,27
6,1901,1950,4.294638239014073,9.115557,0,0,0,8498.0,26
6,1902,1950,4.268367741450549,9.833568,0,0,0,7841.0,24
6,1903,1950,4.394546808135148,10.343341,0,0,0,10459.0,32
6,1904,1950,4.273855976548668,10.728233,0,0,0,7190.0,22
6,1905,1950,4.393317852854699,11.478654,0,0,0,7519.0,23
6,1906,1950,4.341577647505795,11.0001135,1,0,0,8823.0,27
6,1907,1950,4.3901375127328395,11.153684,1,0,0,8498.0,26
6,1908,1950,4.138456923787398,10.965609,1,0,0,9479.0,29
6,1909,1950,4.411136450930457,11.340946,1,0,0,13398.0,41
6,1910,1960,4.752001504294531,11.664853,1,0,0,13051.0,131
6,1911,1960,4.843565570224215,11.800134,1,0,0,13454.0,135
6,1912,1960,4.838965778813999,11.884236,1,0,0,17026.0,171
6,1913,1960,4.784026451972857,11.689504,1,0,0,15749.0,158
6,1914,1960,4.854366288278778,11.711893,1,0,0,18632.0,187
6,1915,1960,4.8528301008408805,11.836846,1,0,0,15231.0,153
6,1916,1960,4.775504604996978,11.719133,1,0,0,16620.0,167
6,1917,1960,4.818949854877065,11.824407,1,0,0,15348.0,154
6,1918,1960,4.790493039650499,11.969615,1,0,0,18529.0,186
6,1919,1960,4.844675403253135,12.263093,1,0,0,18522.0,186
6,1920,1970,5.263228608582279,12.239035,0,1,0,20530.5,410
6,1921,1970,5.320102964430365,12.4061575,0,1,0,23531.5,470
6,1922,1970,5.336361840632143,12.740067,0,1,0,23531.0,470
6,1923,1970,5.3006609973317484,12.194929,0,1,0,25437.5,508
6,1924,1970,5.305159776676851,12.493558,0,1,0,28796.0,575
6,1925,1970,5.2739337374342705,12.28537,0,1,0,25940.0,518
6,1926,1970,5.266084051002704,12.570923,0,1,0,26839.0,536
6,1927,1970,5.338750049622752,12.74362,0,1,0,28292.0,565
6,1928,1970,5.3315364297386845,12.332815,0,1,0,27638.5,552
6,1929,1970,5.282937653779797,12.610618,0,1,0,29254.0,584
6,1930,1980,5.983252980855,13.088944,0,1,0,28040.0,1401
6,1931,1980,6.02121783459449,13.29376,0,1,0,25034.0,1251
6,1932,1980,6.00707554202617,13.344544,0,1,0,25213.0,1260
6,1933,1980,6.067528208022649,13.405866,0,1,0,25777.0,1288
6,1934,1980,6.034745357445386,13.515372,0,1,0,26996.0,1349
6,1935,1980,6.0309114894247715,13.479739,0,1,0,28676.0,1433
6,1936,1980,5.988079045779558,13.490424,0,1,0,28614.0,1430
6,1937,1980,5.99330252802639,13.353909,0,1,0,34588.0,1728
6,1938,1980,5.980324167831875,13.543304,0,1,0,35262.0,1762
6,1939,1980,5.958135030852262,13.560764,0,1,0,38123.0,1905
6,1940,1990,6.583989237086299,13.833191,0,1,0,42300.0,423
6,1941,1990,6.5655799898576035,13.9180765,0,1,0,44200.0,442
6,1942,1990,6.610831905026578,13.973583,0,1,0,53300.0,533
6,1943,1990,6.536276334528403,14.123304,0,1,0,57200.0,572
6,1944,1990,6.4929707669699726,13.983196,0,1,0,63200.0,632
6,1945,1990,6.507396103520116,14.091222,0,1,0,57300.0,573
6,1946,1990,6.530804176100928,14.182664,0,1,0,88600.0,886
6,1947,1990,6.507895740069609,14.2158375,0,1,0,82400.0,824
6,1948,1990,6.443960449042395,14.209383,0,1,0,79400.0,794
6,1949,1990,6.4668886714787455,14.11433,0,1,0,86600.0,866
8,1900,1950,3.9401325881503944,9.624857,0,0,0,2615.0,8
8,1901,1950,4.103640325771778,9.06993,0,0,0,4576.0,14
8,1902,1950,4.327272421740888,10.056875,0,0,0,5556.0,17
8,1903,1950,4.181394582328397,11.499235,0,0,0,3267.0,10
8,1904,1950,4.287008602528938,10.250128,0,0,0,3922.0,12
8,1905,1950,4.176281811268804,11.092124,0,0,0,3593.0,11
8,1906,1950,4.08601854392067,11.411987,0,0,0,5556.0,17
8,1907,1950,4.242613377557276,9.696022,0,0,0,7517.0,23
8,1908,1950,4.098227719152165,11.375,0,0,0,2616.0,8
8,1909,1950,4.312156084269298,9.778514,0,0,0,5883.0,18
8,1910,1960,4.772834153469385,10.710125,0,0,0,5185.0,52
8,1911,1960,4.6497827382863886,11.036125,0,0,0,5481.0,55
8,1912,1960,4.5906077951313415,10.365811,0,0,0,5183.0,52
8,1913,1960,4.647917733573765,10.773202,0,0,0,4881.0,49
8,1914,1960,4.742225708877957,10.945275,0,0,0,5482.0,55
8,1915,1960,4.68357781261708,11.429163,0,0,0,5075.0,51
8,1916,1960,4.603107698356859,10.767726,0,0,0,5980.0,60
8,1917,1960,4.659639538257334,11.733978,0,0,0,5274.0,53
8,1918,1960,4.694948232633201,11.397424,0,0,0,5279.0,53
8,1919,1960,4.669592975331803,11.6264305,0,0,0,7166.0,72
8,1920,1970,5.123766336556381,11.726888,0,0,0,6609.0,132
8,1921,1970,5.212699774883533,12.365149,0,0,0,7365.5,147
8,1922,1970,5.184497101347617,12.224518,0,0,0,8010.5,160
8,1923,1970,5.210867790113561,11.912092,0,0,0,7360.0,147
8,1924,1970,5.143359053673411,12.081105,0,0,0,7909.5,158
8,1925,1970,5.051532462742209,11.569577,0,0,0,7908.5,158
8,1926,1970,5.203587297876961,12.378682,0,0,0,6858.0,137
8,1927,1970,5.2171517585697575,12.293607,0,0,0,6960.0,139
8,1928,1970,5.199789403876381,12.377636,0,0,0,8464.5,169
8,1929,1970,5.0719031725121,11.709294,0,0,0,7413.0,148
8,1930,1980,5.924437306007061,12.506695,0,0,0,7468.0,373
8,1931,1980,5.887825623956683,12.721052,0,0,0,6883.0,344
8,1932,1980,5.841506642255419,12.771689,0,0,0,7008.0,350
8,1933,1980,5.932130435420332,12.778068,0,0,0,6903.0,345
8,1934,1980,5.948988263032489,12.783652,0,0,0,7585.0,379
8,1935,1980,5.8346151123587475,12.747889,0,0,0,7104.0,355
8,1936,1980,5.942092159067497,13.140233,0,0,0,7566.0,378
8,1937,1980,5.8697593853580186,12.776853,0,0,0,7085.0,354
8,1938,1980,5.90532577818042,13.253065,0,0,0,7666.0,383
8,1939,1980,5.899002965594503,13.106155,0,0,0,8610.0,430
8,1940,1990,6.372512057776606,13.718823,0,0,0,6800.0,68
8,1941,1990,6.3016246046842035,13.792763,0,0,0,7600.0,76
8,1942,1990,6.290674524342319,13.887765,0,0,0,8500.0,85
8,1943,1990,6.300353820408653,13.724795,0,0,0,9800.0,98
8,1944,1990,6.2412652450782975,13.405196,0,0,0,10200.0,102
8,1945,1990,6.366811990557908,14.089615,0,0,0,7800.0,78
8,1946,1990,6.253874017327504,13.99563,0,0,0,11900.0,119
8,1947,1990,6.338944024336699,14.079818,0,0,0,11000.0,110
8,1948,1990,6.25449503881698,14.12112,0,0,0,11600.0,116
8,1949,1990,6.382430768539809,14.143762,0,0,0,10900.0,109
9,1900,1950,4.072114470682603,8.125813,1,0,0,5230.0,16
9,1901,1950,4.172225184478322,8.882988,1,0,0,5555.0,17
9,1902,1950,4.1904349333690964,10.684159,1,0,0,6212.0,19
9,1903,1950,4.52607520682946,10.498797,1,0,0,4575.0,14
9,1904,1950,4.080812753545685,11.095294,1,0,0,6863.0,21
9,1905,1950,4.184037536850722,8.823794,1,0,0,5556.0,17
9,1906,1950,4.19091981249769,10.18765,1,0,0,10461.0,32
9,1907,1950,4.05155651544993,11.160587,1,0,0,8170.0,25
9,1908,1950,4.245487970718316,10.000611,1,0,0,4904.0,15
9,1909,1950,4.286133104258001,10.370085,1,0,0,8825.0,27
9,1910,1960,4.788978620556517,10.209403,1,0,0,8061.0,81
9,1911,1960,4.626276061128483,10.198619,1,0,0,7965.0,80
9,1912,1960,4.696633418667441,10.315165,1,0,0,8164.0,82
9,1913,1960,4.726160204407483,10.43342,1,0,0,9162.0,92
9,1914,1960,4.700093712831395,10.246865,1,0,0,11245.0,113
9,1915,1960,4.757115377918945,11.028079,1,0,0,11254.0,113
9,1916,1960,4.758384321137005,10.83927,1,0,0,11062.0,111
9,1917,1960,4.696840577646868,10.74758,1,0,0,13842.0,139
9,1918,1960,4.845298854473025,10.967665,1,0,0,11752.0,118
9,1919,1960,4.6925064132962016,11.1220255,1,0,0,11555.0,116
9,1920,1970,5.322355968460163,11.568472,1,0,0,11716.5,234
9,1921,1970,5.279083165190523,11.777122,1,0,0,12361.0,247
9,1922,1970,5.2973709177105315,11.942078,1,0,0,11265.0,225
9,1923,1970,5.209799316397166,12.100024,1,0,0,10367.5,207
9,1924,1970,5.299398049899718,11.924721,1,0,0,11417.5,228
9,1925,1970,5.218444538057335,12.026049,1,0,0,11517.0,230
9,1926,1970,5.220877844558243,12.033679,1,0,0,10065.5,201
9,1927,1970,5.323014081129691,12.053493,1,0,0,11216.5,224
9,1928,1970,5.262006735725122,12.517263,1,0,0,10919.0,218
9,1929,1970,5.286579169002629,12.485828,1,0,0,11114.0,222
9,1930,1980,5.9467755205396555,12.677056,1,0,0,9946.0,497
9,1931,1980,5.933288214002027,12.974952,0,1,0,9262.0,463
9,1932,1980,6.015689113799267,13.101164,0,1,0,9104.0,455
9,1933,1980,5.980226055162414,12.837306,0,1,0,9103.0,455
9,1934,1980,5.930336616893393,13.048658,0,1,0,8570.0,428
9,1935,1980,5.954895546900457,13.263274,0,1,0,8626.0,431
9,1936,1980,5.92132957159159,12.958858,0,1,0,9066.0,453
9,1937,1980,5.927960785818653,13.098974,0,1,0,9265.0,463
9,1938,1980,5.965072258984026,13.281507,0,1,0,9744.0,487
9,1939,1980,5.913360502087506,13.192489,0,1,0,9585.0,479
9,1940,1990,6.705512462909516,13.400194,0,1,0,10300.0,103
9,1941,1990,6.695629066349721,13.7004385,0,1,0,11400.0,114
9,1942,1990,6.565710707587815,13.839858,0,1,0,14100.0,141
9,1943,1990,6.6566098141905465,14.057637,0,1,0,12700.0,127
9,1944,1990,6.6668937216550495,14.228255,0,0,1,14900.0,149
9,1945,1990,6.65158584502485,14.174916,0,0,1,12000.0,120
9,1946,1990,6.670909055761312,14.5560665,0,0,1,15000.0,150
9,1947,1990,6.530441809515539,14.4680605,0,0,1,16500.0,165
9,1948,1990,6.510242628005826,14.231798,0,0,1,13900.0,139
9,1949,1990,6.568640733135959,14.53027,0,0,1,18500.0,185
10,1900,1950,4.103914013238251,10.0,0,0,0,327.0,1
10,1901,1950,3.6228370385104505,5.8,0,0,0,1635.0,5
10,1902,1950,4.511097840288827,11.0,0,0,0,652.0,2
10,1903,1950,4.502957750823389,11.600368,0,0,0,1634.0,5
10,1904,1950,4.103409853881193,8.5,0,0,0,654.0,2
10,1906,1950,4.01649349022206,8.0,1,0,0,981.0,3
10,1907,1950,4.654639174354726,13.50536,1,0,0,653.0,2
10,1908,1950,4.145393299748116,9.664286,1,0,0,980.0,3
10,1909,1950,4.506012184133421,10.332483,0,1,0,1961.0,6
10,1910,1960,4.308081947342109,9.41876,0,1,0,1194.0,12
10,1911,1960,4.645916193252811,10.202608,0,1,0,997.0,10
10,1912,1960,4.71672846109166,9.002313,0,1,0,1297.0,13
10,1913,1960,4.8435473570452885,10.915623,0,1,0,1197.0,12
10,1914,1960,4.470783195975028,9.162479,0,1,0,1194.0,12
10,1915,1960,4.546470430821732,11.001544,0,1,0,1295.0,13
10,1916,1960,4.4714250106434275,11.090082,0,1,0,1099.0,11
10,1917,1960,4.668055177095755,11.098493,0,1,0,995.0,10
10,1918,1960,4.656236578389207,10.76834,0,1,0,1295.0,13
10,1919,1960,4.766877018383359,10.942672,0,1,0,1692.0,17
10,1920,1970,5.13883689608385,12.041615,0,1,0,1201.5,24
10,1921,1970,5.015027129503019,11.149713,0,1,0,1302.5,26
10,1922,1970,5.281493741916947,11.451169,0,1,0,1454.0,29
10,1923,1970,5.296296178965383,11.802728,0,1,0,1503.0,30
10,1924,1970,4.988761042148606,12.304348,0,1,0,1150.0,23
10,1925,1970,5.250374621440711,12.459262,0,1,0,1301.0,26
10,1926,1970,4.920730026087614,10.306557,0,1,0,1151.5,23
10,1927,1970,5.178797952688722,11.22323,0,1,0,1102.0,22
10,1928,1970,4.943349802466042,11.123077,0,1,0,1202.5,24
10,1929,1970,5.242654702674024,12.035344,0,1,0,1301.5,26
10,1930,1980,5.799807478387136,11.664899,0,1,0,943.0,47
10,1931,1980,5.8709485625797555,11.953372,0,1,0,1201.0,60
10,1932,1980,5.913052114090117,11.939632,0,1,0,1143.0,57
10,1933,1980,5.830842366130463,11.495093,0,1,0,1121.0,56
10,1934,1980,5.732967565555956,12.004088,0,1,0,1223.0,61
10,1935,1980,5.947469618559194,12.297157,0,1,0,1161.0,58
10,1936,1980,5.848315288550935,12.522675,0,1,0,1301.0,65
10,1937,1980,5.919795960238715,12.854153,0,1,0,1481.0,74
10,1938,1980,5.808792126582106,12.806818,0,1,0,1760.0,88
10,1939,1980,5.825531607994093,11.951984,0,1,0,1562.0,78
10,1940,1990,6.599509277161974,13.184999,1,0,0,1800.0,18
10,1941,1990,6.39618372610114,12.769091,1,0,0,1100.0,11
10,1942,1990,6.65534354386432,13.165,1,0,0,1600.0,16
10,1943,1990,6.356653543044282,13.592941,1,0,0,1700.0,17
10,1944,1990,6.529535086312486,13.141874,0,1,0,1600.0,16
10,1945,1990,6.227458206547459,14.2423525,0,1,0,1700.0,17
10,1946,1990,6.7159657896861695,14.33077,0,1,0,2600.0,26
10,1947,1990,6.682296296762776,14.355454,0,1,0,2200.0,22
10,1948,1990,6.579967800097859,14.516539,0,1,0,2600.0,26
10,1949,1990,6.204746455450038,13.610769,0,1,0,2600.0,26
11,1900,1950,2.9326969011271347,11.668367,0,0,0,980.0,3
11,1901,1950,4.575899803687978,10.0,0,0,0,326.0,1
11,1902,1950,4.358988781353169,9.2,0,0,0,1635.0,5
11,1903,1950,4.824837584643153,13.50536,0,0,0,653.0,2
11,1904,1950,4.798072502091031,13.4,0,0,0,1635.0,5
11,1905,1950,4.248902766417707,11.666667,0,0,0,981.0,3
11,1906,1950,4.4116724511401,10.600979,0,0,0,1634.0,5
11,1907,1950,5.259897796935132,17.0,0,0,0,654.0,2
11,1908,1950,4.165471906237685,6.0,0,0,0,327.0,1
11,1909,1950,3.731122275185801,6.4980874,0,0,0,1307.0,4
11,1910,1960,5.150331946455268,13.911415,0,0,0,1095.0,11
11,1911,1960,4.94729514421107,12.859498,0,0,0,1395.0,14
11,1912,1960,4.746940056474997,11.36621,0,0,0,1095.0,11
11,1913,1960,4.768700277403633,13.936997,0,0,0,1492.0,15
11,1914,1960,4.83961926544981,12.989954,0,0,0,1095.0,11
11,1915,1960,4.749677565370047,12.580031,0,0,0,1893.0,19
11,1916,1960,4.86222797593016,12.851277,0,0,0,1997.0,20
11,1917,1960,5.014137636951127,13.73242,0,0,0,1095.0,11
11,1918,1960,4.861923704905116,12.786773,0,0,0,1890.0,19
11,1919,1960,4.992141088056753,13.207967,0,0,0,2385.0,24
11,1920,1970,5.590561704669677,13.214956,0,0,0,1651.5,33
11,1921,1970,5.3195300422258045,12.095125,0,1,0,2102.5,42
11,1922,1970,5.401375678411627,13.120689,0,1,0,1653.0,33
11,1923,1970,5.546336751401019,13.432928,0,1,0,1852.5,37
11,1924,1970,5.363671526570246,13.55322,0,1,0,1902.5,38
11,1925,1970,5.342914136149,13.611355,0,1,0,2052.0,41
11,1926,1970,5.562195979830356,13.025115,0,1,0,1951.0,39
11,1927,1970,5.359423400364818,13.1759405,0,1,0,2552.0,51
11,1928,1970,5.5260675228705844,12.865352,0,1,0,2306.0,46
11,1929,1970,5.35185891262812,12.278379,0,1,0,1801.5,36
11,1930,1980,6.090804012148917,13.634921,0,1,0,1701.0,85
11,1931,1980,6.0377697409909645,13.708758,0,1,0,1861.0,93
11,1932,1980,5.926019467571909,13.5905,0,1,0,2442.0,122
11,1933,1980,6.162688627447527,13.801249,0,1,0,1922.0,96
11,1934,1980,6.061372233480829,13.597173,0,1,0,1981.0,99
11,1935,1980,6.0623599542463005,13.505077,0,1,0,2265.0,113
11,1936,1980,6.1158913484583985,13.842627,0,1,0,2421.0,121
11,1937,1980,6.0515577401099465,14.175141,0,1,0,2301.0,115
11,1938,1980,6.11795077418411,14.615569,0,1,0,2505.0,125
11,1939,1980,6.21960589775171,14.223881,0,1,0,2680.0,134
11,1940,1990,6.590629885173248,13.725555,0,1,0,4500.0,45
11,1941,1990,6.4860640551546815,14.158571,0,1,0,4200.0,42
11,1942,1990,6.755047305264469,14.83,0,1,0,7500.0,75
11,1943,1990,6.6676621034611765,14.575,0,1,0,5800.0,58
11,1944,1990,6.627083494332897,14.698529,0,1,0,6800.0,68
11,1945,1990,6.875981540614603,14.8775,0,1,0,6000.0,60
11,1946,1990,6.740777377295608,15.029294,0,1,0,8500.0,85
11,1947,1990,6.472528215594273,14.749265,0,1,0,6800.0,68
11,1948,1990,6.622553009114672,14.911526,0,1,0,5900.0,59
11,1949,1990,6.612842901551356,14.633731,0,1,0,6700.0,67
13,1900,1950,3.852817689679462,7.8068495,0,0,0,10132.0,31
13,1901,1950,3.9433305642651253,7.749847,0,0,0,6536.0,20
13,1902,1950,3.857088736773093,8.665956,0,0,0,10786.0,33
13,1903,1950,3.9987049216227906,8.167958,0,0,0,9806.0,30
13,1904,1950,3.775096149240843,8.901002,0,0,0,13071.0,40
13,1905,1950,3.7080731535784315,8.574817,0,0,0,13072.0,40
13,1906,1950,4.023965700997356,7.6944585,0,0,0,11766.0,36
13,1907,1950,3.84203276207079,8.153747,0,0,0,10784.0,33
