lwage,educ,educt_t,age,age2,female,white,first,dlwage,deduc,deduct
3.1512747,13.0,13.0,40.04927,16.03944,1.0,1.0,,0.09638739,0.0,0.0
4.6251035,15.0,14.0,53.66461,28.798906,0.0,1.0,,0.51082563,1.0,-1.0
4.114278,14.0,15.0,53.66461,28.798906,0.0,1.0,1.0,-0.51082563,-1.0,1.0
2.5048356,17.0,16.0,35.200546,12.390785,1.0,1.0,1.0,-0.5500517,1.0,0.0
3.0548873,16.0,16.0,35.200546,12.390785,1.0,1.0,,0.5500517,-1.0,0.0
2.8469725,12.0,12.0,62.079056,38.53809,0.0,1.0,1.0,0.35558295,-4.0,-4.0
2.4913895,16.0,16.0,62.079056,38.53809,0.0,1.0,,-0.35558295,4.0,4.0
1.985589,12.0,12.5,38.10917,14.5230875,0.0,1.0,,0.1601026,0.0,0.5
1.8254864,12.0,12.0,38.10917,14.5230875,0.0,1.0,1.0,-0.1601026,0.0,-0.5
3.5508838,18.0,18.0,52.966805,28.054825,0.0,1.0,,-0.1971507,0.0,0.0
3.7480345,18.0,18.0,52.93361,28.01967,0.0,1.0,1.0,0.1971507,0.0,0.0
2.033236,14.0,14.0,23.890472,5.707547,0.0,1.0,,-0.27721095,0.0,0.0
2.310447,14.0,14.0,23.890472,5.707547,0.0,1.0,1.0,0.27721095,0.0,0.0
2.6922958,14.333333,14.0,36.202824,13.106444,0.0,1.0,1.0,0.21563792,0.33333302,0.0
2.4766579,14.0,14.0,36.202824,13.106444,0.0,1.0,,-0.21563792,-0.33333302,0.0
2.378398,12.0,12.0,58.56639,34.30022,0.0,1.0,1.0,0.29806018,0.0,0.0
2.0803378,12.0,12.0,58.56639,34.30022,0.0,1.0,,-0.29806018,0.0,0.0
2.7672052,15.0,14.0,63.718002,40.59984,0.0,1.0,,-0.14163661,2.0,1.0
2.9088418,13.0,13.0,63.718002,40.59984,0.0,1.0,1.0,0.14163661,-2.0,-1.0
2.6982124,16.0,16.0,42.086243,17.712519,0.0,1.0,1.0,-1.2729657,-2.0,-2.0
3.971178,18.0,18.0,42.086243,17.712519,0.0,1.0,,1.2729657,2.0,2.0
2.6092753,12.0,12.0,61.677612,38.04128,0.0,1.0,,-0.35289216,0.0,0.0
2.9621675,12.0,12.0,61.677612,38.04128,0.0,1.0,1.0,0.35289216,0.0,0.0
2.5848837,13.0,12.0,23.000671,5.290309,0.0,1.0,1.0,-0.113328695,-1.0,-1.0
2.6982124,14.0,13.0,23.000671,5.290309,0.0,1.0,,0.113328695,1.0,1.0
1.7895399,14.0,14.0,20.299566,4.1207237,0.0,1.0,,0.19083977,0.0,0.0
1.5987002,14.0,14.0,20.299566,4.1207237,0.0,1.0,1.0,-0.19083977,0.0,0.0
1.577425,18.0,18.0,24.865501,6.1829314,0.0,1.0,,-0.091168046,0.0,0.0
1.668593,18.0,18.0,24.731003,6.116225,0.0,1.0,1.0,0.091168046,0.0,0.0
2.5440617,16.0,16.0,28.73648,8.2578535,1.0,1.0,1.0,0.0,0.0,0.0
2.5440617,16.0,16.0,28.73648,8.2578535,1.0,1.0,,0.0,0.0,0.0
2.4105303,12.0,17.0,56.47911,31.8989,1.0,1.0,,-0.31744885,-1.0,5.0
2.7279792,13.0,12.0,56.47911,31.8989,1.0,1.0,1.0,0.31744885,1.0,-5.0
2.5440617,13.0,14.0,61.470215,37.785873,1.0,1.0,,0.055688858,-1.0,0.0
2.4883728,14.0,14.0,61.470215,37.785873,1.0,1.0,1.0,-0.055688858,1.0,0.0
3.0231388,18.0,18.0,42.121826,17.742483,1.0,1.0,1.0,-0.38842368,0.0,0.0
3.4115624,18.0,18.0,42.121826,17.742483,1.0,1.0,,0.38842368,0.0,0.0
2.8715432,15.0,14.0,34.24709,11.728632,0.0,1.0,1.0,0.30748367,1.666667,0.0
2.5640595,13.333333,14.0,34.24709,11.728632,0.0,1.0,,-0.30748367,-1.666667,0.0
1.668593,13.0,12.0,21.80423,4.7542443,0.0,1.0,,-0.13976192,0.0,-2.0
1.808355,13.0,14.0,21.80423,4.7542443,0.0,1.0,1.0,0.13976192,0.0,2.0
2.4570503,12.0,12.0,39.35112,15.485106,1.0,1.0,1.0,0.0,0.0,0.0
2.4570503,12.0,12.0,39.35112,15.485106,1.0,1.0,,0.0,0.0,0.0
2.1685734,18.0,18.0,24.805267,6.1530128,0.0,1.0,,0.11157179,0.0,0.0
2.0570016,18.0,18.0,24.805267,6.1530128,0.0,1.0,1.0,-0.11157179,0.0,0.0
2.954133,14.0,14.0,31.72895,10.067264,1.0,1.0,,-0.28865767,-2.0,-2.0
3.2427907,16.0,16.0,31.72895,10.067264,1.0,1.0,1.0,0.28865767,2.0,2.0
2.106848,14.0,13.0,30.65297,9.396046,1.0,1.0,,0.1017828,1.0,-1.0
2.0050652,13.0,14.0,30.65297,9.396046,1.0,1.0,1.0,-0.1017828,-1.0,1.0
2.5187058,15.0,16.0,31.949348,10.207608,1.0,1.0,,0.10191393,-1.0,1.5
2.416792,16.0,14.5,31.949348,10.207608,1.0,1.0,1.0,-0.10191393,1.0,-1.5
1.668593,16.0,16.0,37.722107,14.229574,1.0,1.0,1.0,0.6931472,0.0,0.0
0.97544587,16.0,16.0,37.722107,14.229574,1.0,1.0,,-0.6931472,0.0,0.0
2.4795232,15.0,14.0,33.590683,11.2833395,1.0,0.0,,-0.51366615,-1.0,-4.0
2.9931893,16.0,18.0,33.590683,11.2833395,1.0,0.0,1.0,0.51366615,1.0,4.0
3.22368,16.0,16.0,32.645103,10.657027,1.0,0.0,,0.25294518,0.0,0.0
2.9707348,16.0,16.0,32.645103,10.657027,1.0,0.0,1.0,-0.25294518,0.0,0.0
1.8116884,14.0,12.0,33.462006,11.197058,0.0,1.0,1.0,0.6846926,2.0,0.0
1.1269958,12.0,12.0,33.462006,11.197058,0.0,1.0,,-0.6846926,-2.0,0.0
2.9800572,18.0,18.0,28.067413,7.8777966,1.0,1.0,1.0,0.15867901,1.0,1.0
2.8213782,17.0,17.0,28.067413,7.8777966,1.0,1.0,,-0.15867901,-1.0,-1.0
2.7672052,16.0,16.0,30.819977,9.49871,1.0,1.0,1.0,0.0,1.0,2.0
2.7672052,15.0,14.0,30.819977,9.49871,1.0,1.0,,0.0,-1.0,-2.0
1.9309573,12.0,12.0,32.347702,10.4637375,1.0,1.0,,0.029742002,0.0,0.0
1.9012153,12.0,12.0,32.347702,10.4637375,1.0,1.0,1.0,-0.029742002,0.0,0.0
3.2780309,12.0,12.0,30.351807,9.212322,1.0,1.0,1.0,1.9661129,0.0,0.0
1.311918,12.0,12.0,30.351807,9.212322,1.0,1.0,,-1.9661129,0.0,0.0
1.964987,15.0,14.0,44.70636,19.986586,1.0,1.0,1.0,-0.21482944,-3.0,-4.0
2.1798165,18.0,18.0,44.70636,19.986586,1.0,1.0,,0.21482944,3.0,4.0
2.7333038,12.0,12.0,31.80835,10.117711,0.0,1.0,,0.27625346,-6.0,-6.0
2.4570503,18.0,18.0,31.80835,10.117711,0.0,1.0,1.0,-0.27625346,6.0,6.0
4.1788177,12.0,12.0,19.222443,3.6950228,0.0,1.0,1.0,2.1097472,0.0,0.0
2.0690706,12.0,12.0,19.222443,3.6950228,0.0,1.0,,-2.1097472,0.0,0.0
2.5287943,16.0,16.0,40.501022,16.403328,0.0,1.0,1.0,0.2623644,0.0,0.0
2.26643,16.0,16.0,40.501022,16.403328,0.0,1.0,,-0.2623644,0.0,0.0
1.6381336,13.0,13.0,61.95755,38.38738,1.0,1.0,,-0.5004629,0.0,0.0
2.1385965,13.0,13.0,61.95755,38.38738,1.0,1.0,1.0,0.5004629,0.0,0.0
2.4671006,16.0,16.0,26.669403,7.112571,1.0,1.0,,0.7985076,1.0,1.0
1.668593,15.0,15.0,26.669403,7.112571,1.0,1.0,1.0,-0.7985076,-1.0,-1.0
2.916301,13.0,12.5,45.424362,20.633726,0.0,1.0,,-0.037938833,0.0,0.0
2.9542398,13.0,12.5,45.424362,20.633726,0.0,1.0,1.0,0.037938833,0.0,0.0
2.36174,12.0,12.0,29.185486,8.517926,0.0,1.0,1.0,-0.014888763,0.0,0.0
2.3766289,12.0,12.0,29.185486,8.517926,0.0,0.0,,0.014888763,0.0,0.0
2.5440617,13.0,17.0,41.084183,16.8791,1.0,1.0,,0.13830447,-1.0,4.0
2.4057572,14.0,13.0,41.084183,16.8791,1.0,1.0,1.0,-0.13830447,1.0,-4.0
3.234819,16.333334,17.0,40.65594,16.529055,0.33333334,1.0,1.0,0.5614655,2.000001,3.333333
2.6733534,14.333333,13.666667,40.65594,16.529055,0.33333334,1.0,,-0.5614655,-2.000001,-3.333333
2.36174,15.0,14.0,30.450363,9.272246,1.0,1.0,1.0,-0.22314358,1.0,0.0
2.5848837,14.0,14.0,30.450363,9.272246,1.0,0.0,,0.22314358,-1.0,0.0
2.074058,12.0,12.0,51.8412,26.875103,1.0,1.0,1.0,-0.6931472,-4.0,-4.0
2.7672052,16.0,16.0,51.8412,26.875103,1.0,1.0,,0.6931472,4.0,4.0
2.0050652,14.0,14.0,20.42984,4.173784,1.0,1.0,1.0,0.49899113,0.0,0.0
1.5060741,14.0,14.0,20.42984,4.173784,1.0,1.0,,-0.49899113,0.0,0.0
2.3281834,12.0,12.0,32.358658,10.470828,1.0,1.0,1.0,0.09997463,-4.0,-4.0
2.2282088,16.0,16.0,32.358658,10.470828,1.0,1.0,,-0.09997463,4.0,4.0
2.074058,12.0,12.0,50.1492,25.149424,1.0,1.0,,0.08048713,0.0,0.0
1.9935709,12.0,12.0,50.1492,25.149424,1.0,1.0,1.0,-0.08048713,0.0,0.0
2.4795232,16.0,14.0,42.548935,18.104118,0.0,1.0,,-0.98082924,-2.0,-4.0
3.4603524,18.0,18.0,42.548935,18.104118,0.0,1.0,1.0,0.98082924,2.0,4.0
1.9562751,12.0,12.0,27.748108,7.6995754,0.0,1.0,1.0,-0.26570308,0.0,0.0
2.2219782,12.0,12.0,27.748108,7.6995754,0.0,1.0,,0.26570308,0.0,0.0
2.2515543,16.0,16.333334,25.208075,6.3544703,0.0,1.0,1.0,0.21824813,0.33333302,1.333334
2.0333061,15.666667,15.0,25.208075,6.3544703,0.0,1.0,,-0.21824813,-0.33333302,-1.333334
2.528684,13.5,12.0,58.343254,34.039352,0.0,1.0,1.0,0.13762975,1.5,-0.5
2.3910542,12.0,12.5,58.343254,34.039352,0.0,1.0,,-0.13762975,-1.5,0.5
2.920612,16.0,16.0,42.92505,18.425598,0.0,1.0,,0.23722911,0.0,0.0
2.683383,16.0,16.0,42.92505,18.425598,0.0,1.0,1.0,-0.23722911,0.0,0.0
2.1620004,12.5,12.0,38.14202,14.548138,1.0,1.0,,0.35474885,0.5,0.0
1.8072516,12.0,12.0,38.14202,14.548138,1.0,1.0,1.0,-0.35474885,-0.5,0.0
3.683496,14.0,12.0,45.393555,20.605747,0.0,1.0,,-0.98082924,0.0,-2.0
4.664325,14.0,14.0,45.393555,20.605747,0.0,1.0,1.0,0.98082924,0.0,2.0
2.192225,16.5,13.0,33.421623,11.170049,1.0,1.0,,-0.046810627,3.5,-3.5
2.2390356,13.0,16.5,33.421623,11.170049,1.0,1.0,1.0,0.046810627,-3.5,3.5
2.3924901,12.0,12.0,37.674652,14.193794,0.0,1.0,,-0.10350227,-1.666667,-0.33333302
2.4959924,13.666667,12.333333,37.674652,14.193794,0.0,1.0,1.0,0.10350227,1.666667,0.33333302
1.6537638,14.0,14.0,37.919914,14.379199,0.0,1.0,,0.0,0.0,0.0
1.6537638,14.0,14.0,37.919914,14.379199,0.0,1.0,1.0,0.0,0.0,0.0
1.9482429,16.0,16.0,31.066391,9.651207,0.0,1.0,,-0.047252893,0.0,0.0
1.9954958,16.0,16.0,31.066391,9.651207,0.0,1.0,1.0,0.047252893,0.0,0.0
1.965178,15.0,13.0,31.0746,9.656308,0.0,1.0,1.0,-0.0742774,2.0,-1.0
2.0394554,13.0,14.0,31.0746,9.656308,0.0,1.0,,0.0742774,-2.0,1.0
2.9495268,15.0,14.0,37.850784,14.326818,0.0,1.0,1.0,0.11778307,2.0,0.0
2.8317437,13.0,14.0,37.850784,14.326818,0.0,1.0,,-0.11778307,-2.0,0.0
1.668593,14.0,13.0,21.741272,4.726829,1.0,1.0,,0.0,1.0,-1.0
1.668593,13.0,14.0,21.741272,4.726829,1.0,1.0,1.0,0.0,-1.0,1.0
3.1501975,16.0,16.0,42.770706,18.293333,0.0,1.0,,0.046519995,2.0,3.0
3.1036775,14.0,13.0,42.770706,18.293333,0.0,1.0,1.0,-0.046519995,-2.0,-3.0
2.8317437,15.0,16.0,33.037643,10.914859,0.0,1.0,,-0.11778307,0.0,0.0
2.9495268,15.0,16.0,33.037643,10.914859,0.0,1.0,1.0,0.11778307,0.0,0.0
2.1038444,12.0,12.0,27.709785,7.6783223,1.0,1.0,,0.22337103,-1.0,-0.5
1.8804734,13.0,12.5,27.709785,7.6783223,1.0,1.0,1.0,-0.22337103,1.0,0.5
1.8917366,10.0,10.0,47.74263,22.793587,1.0,1.0,,-0.315853,0.0,0.0
2.2075896,10.0,10.0,47.74263,22.793587,1.0,1.0,1.0,0.315853,0.0,0.0
3.3972123,18.0,18.0,51.331955,26.349695,0.0,1.0,1.0,0.23696446,0.0,0.0
3.1602478,18.0,18.0,51.331955,26.349695,0.0,1.0,,-0.23696446,0.0,0.0
2.6241045,16.0,16.0,36.94182,13.646978,0.0,1.0,1.0,-0.18232155,1.0,2.0
2.806426,15.0,14.0,36.94182,13.646978,0.0,1.0,,0.18232155,-1.0,-2.0
2.2886221,14.0,14.0,34.135754,11.652496,0.0,1.0,,-0.18492413,1.666667,0.33333302
2.4735463,12.333333,13.666667,34.135754,11.652496,0.0,1.0,1.0,0.18492413,-1.666667,-0.33333302
2.2837787,14.0,14.0,34.86653,12.156751,0.0,1.0,,0.24251032,0.0,1.0
2.0412683,14.0,13.0,34.86653,12.156751,0.0,1.0,1.0,-0.24251032,0.0,-1.0
2.5749164,12.0,12.0,32.015396,10.249856,1.0,1.0,1.0,0.68317974,0.0,0.0
1.8917366,12.0,12.0,32.015396,10.249856,1.0,1.0,,-0.68317974,0.0,0.0
2.4641402,15.0,16.0,43.00992,18.49853,1.0,1.0,,0.55041444,3.0,3.5
1.9137257,12.0,12.5,43.00992,18.49853,1.0,1.0,1.0,-0.55041444,-3.0,-3.5
1.5410924,12.0,12.0,36.04494,12.992378,1.0,1.0,,-1.0686965,0.0,0.0
2.609789,12.0,12.0,36.04494,12.992378,1.0,1.0,1.0,1.0686965,0.0,0.0
1.5060741,12.0,13.0,24.837769,6.1691475,0.0,1.0,,-0.6733445,0.0,1.0
2.1794186,12.0,12.0,24.837769,6.1691475,0.0,1.0,1.0,0.6733445,0.0,-1.0
2.1385965,14.0,12.0,28.531143,8.140262,1.0,1.0,,0.13353133,2.0,0.0
2.0050652,12.0,12.0,28.531143,8.140262,1.0,1.0,1.0,-0.13353133,-2.0,0.0
1.8425598,12.0,12.0,28.138603,7.91781,1.0,1.0,,-0.4252422,-2.0,-2.0
2.267802,14.0,14.0,28.138603,7.91781,1.0,1.0,1.0,0.4252422,2.0,2.0
3.216335,16.0,16.0,43.422302,18.854963,1.0,1.0,,-0.100916624,-2.0,-2.0
3.3172517,18.0,18.0,43.422302,18.854963,1.0,1.0,1.0,0.100916624,2.0,2.0
2.958046,16.5,16.0,32.383636,10.4869995,0.0,1.0,,-1.2774477,-1.5,-2.0
4.2354937,18.0,18.0,32.383636,10.4869995,0.0,1.0,1.0,1.2774477,1.5,2.0
2.0050652,18.0,17.0,32.44626,10.527596,0.0,1.0,,-0.42152596,3.0,2.0
2.4265912,15.0,15.0,32.44626,10.527596,0.0,1.0,1.0,0.42152596,-3.0,-2.0
1.668593,16.0,16.0,22.472275,5.0500317,1.0,1.0,1.0,-0.405465,1.0,1.0
2.074058,15.0,15.0,22.472275,5.0500317,1.0,1.0,,0.405465,-1.0,-1.0
2.5848837,14.0,14.0,40.358658,16.288214,1.0,1.0,1.0,0.51082563,2.0,2.0
2.074058,12.0,12.0,40.358658,16.288214,1.0,1.0,,-0.51082563,-2.0,-2.0
2.1992214,16.0,16.0,43.30458,18.752867,1.0,1.0,1.0,-1.3664916,-2.0,-2.0
3.565713,18.0,18.0,43.30458,18.752867,1.0,1.0,,1.3664916,2.0,2.0
2.2366238,12.0,12.0,51.274467,26.29071,1.0,1.0,1.0,0.3641714,0.0,0.0
1.8724524,12.0,12.0,51.274467,26.29071,1.0,1.0,,-0.3641714,0.0,0.0
2.0050652,12.0,13.0,44.219025,19.55322,1.0,1.0,1.0,-0.46203542,-1.0,1.0
2.4671006,13.0,12.0,44.219025,19.55322,1.0,1.0,,0.46203542,1.0,-1.0
2.5356934,12.0,12.0,27.230652,7.4150844,0.0,1.0,,-0.70151544,-4.0,-4.0
3.2372088,16.0,16.0,27.230652,7.4150844,0.0,1.0,1.0,0.70151544,4.0,4.0
2.5230083,12.0,12.0,36.364136,13.223503,0.0,1.0,,0.54693055,0.0,0.0
1.9760778,12.0,12.0,36.364136,13.223503,0.0,1.0,1.0,-0.54693055,0.0,0.0
2.36174,12.0,10.0,36.481857,13.309259,1.0,1.0,,0.69314706,0.0,-2.0
1.668593,12.0,12.0,36.481857,13.309259,1.0,1.0,1.0,-0.69314706,0.0,2.0
2.2759895,16.0,16.0,26.088638,6.8061705,0.0,1.0,1.0,0.43424153,0.0,0.0
1.841748,16.0,16.0,26.088638,6.8061705,0.0,1.0,,-0.43424153,0.0,0.0
2.8334947,18.0,18.0,65.04655,42.31053,0.0,1.0,1.0,-0.6828108,2.0,2.0
3.5163054,16.0,16.0,65.04655,42.31053,0.0,1.0,,0.6828108,-2.0,-2.0
2.2958329,15.0,14.0,29.07666,8.454521,1.0,1.0,,-0.14790154,0.0,-1.0
2.4437344,15.0,15.0,29.07666,8.454521,1.0,1.0,1.0,0.14790154,0.0,1.0
2.5069222,12.0,12.0,50.050644,25.050669,1.0,1.0,1.0,0.5198755,0.0,0.0
1.9870467,12.0,12.0,50.050644,25.050669,1.0,1.0,,-0.5198755,0.0,0.0
2.7946432,12.0,12.0,25.970566,6.744703,1.0,1.0,,-0.014411688,0.0,0.0
2.8090549,12.0,12.0,25.970566,6.744703,1.0,1.0,1.0,0.014411688,0.0,0.0
3.234819,12.0,12.0,42.32466,17.913769,0.0,1.0,1.0,-0.013607502,0.0,0.0
3.2484264,12.0,12.0,42.32466,17.913769,0.0,1.0,,0.013607502,0.0,0.0
2.6494222,16.0,16.0,26.926758,7.250503,0.0,1.0,1.0,0.28768206,2.0,2.0
2.36174,14.0,14.0,26.926758,7.250503,0.0,1.0,,-0.28768206,-2.0,-2.0
2.9873776,13.0,12.0,40.936684,16.75812,0.0,0.0,1.0,0.058891296,0.0,-1.0
2.9284863,13.0,13.0,40.936684,16.75812,0.0,0.0,,-0.058891296,0.0,1.0
1.5632325,12.0,12.0,48.249146,23.2798,1.0,1.0,1.0,0.01593864,0.0,0.0
1.5472939,12.0,12.0,48.249146,23.2798,1.0,1.0,,-0.01593864,0.0,0.0
1.668593,12.0,12.0,37.28131,13.898961,1.0,1.0,,-0.7323679,-1.0,-1.0
2.400961,13.0,13.0,37.28131,13.898961,1.0,1.0,1.0,0.7323679,1.0,1.0
1.9860418,13.0,12.0,70.800476,50.127075,0.0,1.0,,0.9269259,1.0,0.0
1.0591159,12.0,12.0,70.800476,50.127075,0.0,1.0,1.0,-0.9269259,-1.0,0.0
2.4681296,13.0,13.0,30.02703,9.016226,0.0,1.0,,-0.23559666,0.0,0.0
2.7037263,13.0,13.0,30.02703,9.016226,0.0,1.0,1.0,0.23559666,0.0,0.0
2.6494222,16.0,16.0,30.22586,9.136026,1.0,1.0,,0.89465153,4.0,4.0
1.7547706,12.0,12.0,30.22586,9.136026,1.0,1.0,1.0,-0.89465153,-4.0,-4.0
2.9949186,13.666667,12.666667,53.32854,28.439333,0.0,1.0,,0.47627974,1.666667,0.666667
2.5186388,12.0,12.0,53.32854,28.439333,0.0,1.0,1.0,-0.47627974,-1.666667,-0.666667
2.9495268,13.0,12.0,37.37439,13.96845,0.0,1.0,1.0,0.6159575,1.0,0.0
2.3335693,12.0,12.0,37.37439,13.96845,0.0,1.0,,-0.6159575,-1.0,0.0
1.668593,13.0,12.0,21.927444,4.8081284,1.0,1.0,,-0.28768206,1.0,0.0
1.9562751,12.0,12.0,21.927444,4.8081284,1.0,1.0,1.0,0.28768206,-1.0,0.0
2.074058,16.0,16.0,23.96988,5.745551,1.0,1.0,1.0,-0.3437717,0.0,0.0
2.4178298,16.0,16.0,23.96988,5.745551,1.0,1.0,,0.3437717,0.0,0.0
2.0756238,18.0,18.0,36.686172,13.458753,0.0,1.0,1.0,-0.28606653,0.0,0.0
2.3616903,18.0,18.0,36.686172,13.458753,0.0,1.0,,0.28606653,0.0,0.0
